nome,camada,data,data_original,hora_marcador,status_data,uf,endereco_ou_localizacao,latitude,longitude,link,site_leiloeiro,fonte_data_hora,link_edital,resumo_edital,descricao,fonte_descoberta,dominio_origem,url_descoberta,descoberto_em,confianca_dados,status_evento
"[FINANCEIRA] - Mﾃ｡quinas, Equipamentos - Curitibanos / SC",ATUALIZAÇÃO 30/07/2026,2026-08-19,19/08/2026,09:00,futuro_ou_hoje,SC,,,,https://www.jmleiloes.leilao.br/evento/corporativo-790280?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 19/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.jmleiloes.leilao.br/evento/corporativo-790280?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTS LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: 89520-000 - Curitibanos - SC - Brasil,mapa,,,,,
"[PREFEITURA] - ﾃ馬ibus, Caminhonetes, Veﾃｭculos, Mﾃ｡quinas, Equipamentos, Imﾃｳveis, Presencial - Derrubadas / RS",ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,14:00,futuro_ou_hoje,RS,,,,https://drive.google.com/file/d/1QSNp6NbVhgkEPCm4EJcSLpuXBFeKXKBi/view?usp=drive_link,,edital_pdf,https://drive.usercontent.google.com/download?id=1QSNp6NbVhgkEPCm4EJcSLpuXBFeKXKBi&export=download,"ão e nas condições em que se encontram, pressupondo-se que tenham sido previamente examinados pelo licitante, não cabendo, a respeito deles, qualquer reclamação posterior quanto às suas qualidades intrínsecas ou extrínsecas. 2 – DO LOCAL E HORÁRIO 2.1 O Leilão Público será realizado no dia 20 de agosto de 2026, às 14:00 horas, no prédio da Secretaria Municipal de Obras, Viação e Transporte, localizado na Avenida Pelotas, nº 435, em Derrubadas/RS. 2.2 Os bens a serem leiloados encont","DATA: 20/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/1QSNp6NbVhgkEPCm4EJcSLpuXBFeKXKBi/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: Av. Pelotas, 595 - 98528-000 - Derrubadas - RS - Brasil",mapa,,,,,
"[PREFEITURA] - Motos, Caminhﾃｵes, Equipamentos, Mﾃ｡quinas, Produtos, Sucatas - Senador Canedo / GO",ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,04:00,futuro_ou_hoje,GO,,,,https://www.mgrleiloes.com.br/evento/prefeitura-de-senador-canedo-go-784610?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 20/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.mgrleiloes.com.br/evento/prefeitura-de-senador-canedo-go-784610?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DA CIDADE. | LOCALIZAﾃ�ﾃグ: Rua Bariane Hortﾃｪncio - Residencial Jardim Canedo - 75250-150 - Senador Canedo - GO - Brasil,mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhonetes, ﾃ馬ibus, Vans, Equipamentos, Sucatas - Santa Rita do Itueto / MG",ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,04:00,futuro_ou_hoje,MG,,,,https://www.mgl.com.br/leilao/prefeitura-municipal-de-santa-rita-do-itueto-mg/7364/#&Pagina=1&Index=1,,mapa,,,"DATA: 20/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.mgl.com.br/leilao/prefeitura-municipal-de-santa-rita-do-itueto-mg/7364/#&Pagina=1&Index=1 | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DA CIDADE. | LOCALIZAﾃ�ﾃグ: Rua Damiano Josﾃｩ Torresane, S/N - CENTRO - 35225-000 - Santa Rita do Itueto - MG - Brasil",mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Mﾃ｡quinas, ﾃ馬ibus, Imﾃｳveis - Rio dos Cedros / SC",ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,04:00,futuro_ou_hoje,SC,,,,https://www.goldenbrazilleiloes.com.br/leilao/leilao-prefeitura-de-rio-dos-cedros-sc-08-07-2026-17-17-39/lotes/lista,,mapa,,,DATA: 20/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.goldenbrazilleiloes.com.br/leilao/leilao-prefeitura-de-rio-dos-cedros-sc-08-07-2026-17-17-39/lotes/lista | LOCALIZAﾃ�ﾃグ: 89121-000 - Rio dos Cedros - SC - Brasil,mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhonetes, ﾃ馬ibus, Vans, Motos, Equipamentos, Caminhﾃｵes, Produtos, Sucatas - Tangarﾃ｡ da Serra / MT",ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,04:00,futuro_ou_hoje,MT,,,,https://fabiobarbosaleiloes.com.br/leilao/index/leilao_id/97036,,mapa,,,"DATA: 20/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://fabiobarbosaleiloes.com.br/leilao/index/leilao_id/97036 | LOCALIZAﾃ�ﾃグ: Avenida Brasil, 2351 - Jardim Europa - 78300-901 - Tangarﾃ｡ da Serra - MT - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - DETRAN - Sucatas, Motos, Veﾃｭculos - Sﾃ｣o Paulo / SP",ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,05:00,futuro_ou_hoje,SP,,,,https://www.euamoleilao.com.br/evento/detran-sp-cidades-serrana-brodoswki-sertaozinho-790482?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,"DATA: 20/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.euamoleilao.com.br/evento/detran-sp-cidades-serrana-brodoswki-sertaozinho-790482?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: Rua Joﾃ｣o Brﾃｭcola, 32 - Centro - 01014-010 - Sﾃ｣o Paulo - SP - Brasil",mapa,,,,,
[PRODUTOS] - Sﾃ｣o Paulo / SP,ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,08:00,futuro_ou_hoje,SP,,,,https://www.lottileiloes.com.br/leilao/739/lotes,,mapa,,,"DATA: 20/08/2026 | MARCADOR: 8:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.lottileiloes.com.br/leilao/739/lotes | LOCALIZAﾃ�ﾃグ: Rua Cotoxﾃｳ, 611 - Perdizes - 05021-000 - Sﾃ｣o Paulo - SP - Brasil",mapa,,,,,
[FINANCEIRA] - Mﾃ｡quinas - Toledo / PR,ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,09:00,futuro_ou_hoje,PR,,,,https://www.jmleiloes.leilao.br/evento/corporativo-784716?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 20/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.jmleiloes.leilao.br/evento/corporativo-784716?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | LOCALIZAﾃ�ﾃグ: Rua Raimundo Leonardi - Centro - 85900-110 - Toledo - PR - Brasil,mapa,,,,,
"[FINANCEIRA] - Mﾃ｡quinas, Equipamentos - Laranjeiras do Sul / PR",ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,09:00,futuro_ou_hoje,PR,,,,https://www.jmleiloes.leilao.br/evento/corporativo-790309?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 20/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.jmleiloes.leilao.br/evento/corporativo-790309?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | LOCALIZAﾃ�ﾃグ: Rua Expedicionﾃ｡rio Joﾃ｣o Maria - Centro - 85301-410 - Laranjeiras do Sul - PR - Brasil,mapa,,,,,
"[EMPRESA] - ALMEIDA - Caminhﾃｵes, Mﾃ｡quinas, Caminhonetes, Equipamentos, Vans, Sucatas - Maceiﾃｳ / AL",ATUALIZAÇÃO 30/07/2026,2026-08-20,20/08/2026,10:00,futuro_ou_hoje,AL,,,,https://www.leiloesfreire.com.br/leilao/1141,,edital_pdf,https://www.leiloesfreire.com.br/storage/leiloes/July2026/McvBFp3UpWNmRhs9V5FY.pdf,"e, através de seu leiloeiro oficial, Alexandre Almeida de Souza e Silva, devidamente matriculado na Junta Comercial do Estado de Alagoas, sob o nº 2057, faz saber a quem possa interessar que no dia 20 de agosto de 2026 às 10:00h, realizará leilão de bens inservíveis ao uso da ALMEIDA TERRAPLANAGEM na modalidade Presencial, no endereço Avenida General Luiz de França Albuquerque, AL-101, nº 38 - Guaxuma - Maceió-AL e on-line no site do leiloeiro oficial www.leiloesfreire.com.br, conf","DATA: 20/08/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.leiloesfreire.com.br/leilao/1141 | LOCALIZAﾃ�ﾃグ: Avenida General Luiz de Franﾃｧa Albuquerque, 38 - Riacho Doce - 57039-230 - Maceiﾃｳ - AL - Brasil",mapa,,,,,
"[PREFEITURA] - Mﾃ｡quinas, ﾃ馬ibus, Caminhﾃｵes, Equipamentos, Veﾃｭculos, Sucatas - Figueira / PR",ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,09:00,futuro_ou_hoje,PR,,,,https://drive.google.com/file/d/182rGiFYJRIxkKgbZ_KI_rLZBeqaj9XxJ/view?usp=drive_link,,edital_pdf,https://drive.usercontent.google.com/download?id=182rGiFYJRIxkKgbZ_KI_rLZBeqaj9XxJ&export=download,"N° PROCEDIMENT O 02/2026 FINALIDADE Alienação de bens móveis OBJETO Alienação de bens móveis pertencentes à Administração Pública Municipal considerados sucatas e inservíveis ao patrimônio público, conforme a lei 1.761/2026, realizada pela comissão de avaliação de bens nomeada pela portaria nº 140/2025. VALOR TOTAL AVALIADO R$ 689.500,00 II. DATAS E LOCAIS RELATIVAS AO CERTAME RECEBIMENTO DAS PROPOSTAS Até às 08h00m do dia 21/08/2026 ABERTURA às 09h00m do dia 21/08 /2026 LOCAL DE ABE","DATA: 21/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/182rGiFYJRIxkKgbZ_KI_rLZBeqaj9XxJ/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: Rua Dr. Zoilo Simﾃｵes, 410 - 84285-000 - Figueira - PR - Brasil",mapa,,,,,
"[PREFEITURA] - ﾃ馬ibus, Caminhonetes, Veﾃｭculos, Motos, Mﾃ｡quinas, Presencial - Campo Grande / AL",ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,10:00,futuro_ou_hoje,AL,,,,https://www.leiloesfreire.com.br/leilao/1147,,edital_pdf,https://www.leiloesfreire.com.br/storage/leiloes/July2026/y4p6zoIp4WgE4R4lQv9t.pdf,"missão de Levantamento e Avaliação Patrimonial de Bens Móveis Inservíveis, nomeada através da Portaria Municipal: nº 59/2026 de 14.07.2026, por ordem da Senhora Prefeita, torna público, que fará realizar licitação pública, na MODALIDADE DE LEILÃO, no dia 21 DE AGOSTO DE 2026, ÀS 10:00 (DEZ HORAS), na Garagem Municipal, na cidade de Campo Alegre – AL, destinado à alienação de veículos, máquinas, sucatas e equipamentos inservíveis, conforme relação composta em ANEXO I , no estado em","DATA: 21/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.leiloesfreire.com.br/leilao/1147 | LOCALIZAﾃ�ﾃグ: Rua Senador Mﾃ｡ximo, 35 - Centro - 57250-000 - Campo Grande - AL - Brasil",mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhonetes, Vans, Mﾃ｡quinas, ﾃ馬ibus, Sucatas - Porto Uniﾃ｣o / SC",ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,04:00,futuro_ou_hoje,SC,,,,https://www.danielgarcialeiloes.com.br/leilao/7779/lotes,,mapa,,,"DATA: 21/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.danielgarcialeiloes.com.br/leilao/7779/lotes | LOCALIZAﾃ�ﾃグ: Rua Padre Anchieta, 126 - Centro - 89400-000 - Porto Uniﾃ｣o - SC - Brasil",mapa,,,,,
"[PREFEITURA] - ﾃ馬ibus, Caminhﾃｵes, Vans, Caminhonetes - Chapada do Norte / MG",ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,04:00,futuro_ou_hoje,MG,,,,https://universodosleiloes.com.br/leilao/150/lotes,,mapa,,,"DATA: 21/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://universodosleiloes.com.br/leilao/150/lotes | LOCALIZAﾃ�ﾃグ: Largo do Rosﾃ｡rio, S/N - CENTRO - 39648-000 - Chapada do Norte - MG - Brasil",mapa,,,,,
"[PREFEITURA] - Caminhonetes, Veﾃｭculos, Caminhﾃｵes, ﾃ馬ibus, Mﾃ｡quinas - Assarﾃｩ / CE",ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,10:00,futuro_ou_hoje,CE,,,,https://montenegroleiloes.com.br/leiloes/2640,,site,,"{""@context"":""https://schema.org"",""@type"":""WebPage"",""name"":""Veiculos - Prefeitura Municipal de Assaré/CE"",""description"":""Leilão de Veículos da Prefeitura de Assaré: Evento online com transmissão dia 21/08/2026, às 10h. Demais informações, entrar em contato pelo telefone (85) 3066-8282 ou WhatsApp (85) 98880-6008."",""url"":""https://montenegroleiloes.com.br/leiloes/264","DATA: 21/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://montenegroleiloes.com.br/leiloes/2640 | LOCALIZAﾃ�ﾃグ: Rua Dr. Paiva, 415 - Vila Mota - 63140-000 - Assarﾃｩ - CE - Brasil",mapa,,,,,
[PREFEITURA] - Imﾃｳveis - Parﾃ｡ de Minas / MG,ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,04:00,futuro_ou_hoje,MG,,,,https://www.bbmnetleiloes.com.br/evento/alienacao-de-40-bens-imoveis-municipio-para-de-mg-790150?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,"DATA: 21/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.bbmnetleiloes.com.br/evento/alienacao-de-40-bens-imoveis-municipio-para-de-mg-790150?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DA CIDADE. | LOCALIZAﾃ�ﾃグ: Praﾃｧa Afonso Pena, 30 - Centro - 35660-013 - Parﾃ｡ de Minas - MG - Brasil",mapa,,,,,
[PREFEITURA] - Imﾃｳveis - Araxﾃ｡ / MG,ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,04:00,futuro_ou_hoje,MG,,,,https://www.wellingtonsilvaleiloeiro.com.br/leilao/prefeitura-municipal-de-araxa/594/#Pagina=1&Index=1,,mapa,,,DATA: 21/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.wellingtonsilvaleiloeiro.com.br/leilao/prefeitura-municipal-de-araxa/594/#Pagina=1&Index=1 | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DA CIDADE. | LOCALIZAﾃ�ﾃグ: 38180-001 - Araxﾃ｡ - MG - Brasil,mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - Veﾃｭculos, Caminhonetes, Motos, Vans - Teotﾃｴnio Vilela / AL",ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,01:00,futuro_ou_hoje,AL,,,,https://www.leiloesfreire.com.br/leilao/1143?page=1,,edital_pdf,https://www.leiloesfreire.com.br/storage/leiloes/July2026/cp9iN6ZBr8xaBseIkvyT.pdf,"missão de Levantamento e Avaliação Patrimonial de Bens Móveis Inservíveis, nomeada através da Portaria Municipal: nº 299/2026 de 02.06.2026, por ordem do Senhor Prefeito, torna público, que fará realizar licitação pública, na MODALIDADE DE LEILÃO , no dia 21 DE AGOSTO DE 2026, ÀS 1 4:00 (QUATORZE HORAS), no pátio do Posto Santa Amalia , na cidade d e Teotônio Vilela – AL, destinado à alienação de veículos, máquinas, sucatas e equipamentos inservíveis, conforme relação composta em A","DATA: 21/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.leiloesfreire.com.br/leilao/1143?page=1 | LOCALIZAﾃ�ﾃグ: Rua Vereador Manoel Firmino, 134 - Centro - 57265-150 - Teotﾃｴnio Vilela - AL - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - PC - Sucatas, Veﾃｭculos, Motos - Araﾃｧatuba / SP",ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,05:00,futuro_ou_hoje,SP,,,,https://www.benozzati.com.br/leilao/218/lotes,,mapa,,,"DATA: 21/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.benozzati.com.br/leilao/218/lotes | LOCALIZAﾃ�ﾃグ: Rua Doutor Temistocles Brandﾃ｣o Cavalcanti, 527 - Morada dos Nobres - 16022040 - Araﾃｧatuba - SP - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - SEPLAG - Produtos, Equipamentos - Cuiabﾃ｡ / MT",ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,05:00,futuro_ou_hoje,MT,,,,https://www.alvaroantonioleiloes.com.br/eventos/leilao/144/leilao-vlt,,mapa,,,"DATA: 21/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.alvaroantonioleiloes.com.br/eventos/leilao/144/leilao-vlt | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTE LOCAL. | LOCALIZAﾃ�ﾃグ: Avenida Sﾃ｣o Sebastiﾃ｣o, 1447 - Goiabeira - 78032160 - Cuiabﾃ｡ - MT - Brasil",mapa,,,,,
"[EXﾃ嘘CITO] - EMGEPRON - Veﾃｭculos, Caminhonetes, Produtos - Manaus / AM",ATUALIZAÇÃO 30/07/2026,2026-08-21,21/08/2026,05:00,futuro_ou_hoje,AM,,,,https://www.joaoemilio.com.br/leilao/6058/lotes,,mapa,,,"DATA: 21/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.joaoemilio.com.br/leilao/6058/lotes | LOCALIZAﾃ�ﾃグ: BR 316, KM 4,5 - 69075510 - Manaus - AM - Brasil",mapa,,,,,
"[SEGURADORA] - Veﾃｭculos, Motos, Caminhonetes - Juatuba / MG",ATUALIZAÇÃO 30/07/2026,2026-08-22,22/08/2026,07:00,futuro_ou_hoje,MG,,,,https://www.palaciodosleiloes.com.br/site/?leilao_pesquisa=8503,,mapa,,,DATA: 22/08/2026 | MARCADOR: 7:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.palaciodosleiloes.com.br/site/?leilao_pesquisa=8503 | LOCALIZAﾃ�ﾃグ: 35675000 - Juatuba - MG - Brasil,mapa,,,,,
[PRODUTOS] - Contagem / MG,ATUALIZAÇÃO 30/07/2026,2026-08-22,22/08/2026,08:00,futuro_ou_hoje,MG,,,,https://www.palaciodosleiloes.com.br/site/?leilao_pesquisa=8544,,mapa,,,DATA: 22/08/2026 | MARCADOR: 8:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.palaciodosleiloes.com.br/site/?leilao_pesquisa=8544 | LOCALIZAﾃ�ﾃグ: Via Vereador Joaquim Costa - Campina Verde - 32150-240 - Contagem - MG - Brasil,mapa,,,,,
"[PREFEITURA] - Vans, Veﾃｭculos, ﾃ馬ibus, Caminhonetes, Sucatas - Claraval / MG",ATUALIZAÇÃO 30/07/2026,2026-08-24,24/08/2026,4:00,futuro_ou_hoje,MG,,,,https://drive.google.com/file/d/1VD7XW4CkOq2Y8CsQ3N7J9TCA9OA0Cht4/view?usp=drive_link,,edital_pdf,https://drive.usercontent.google.com/download?id=1VD7XW4CkOq2Y8CsQ3N7J9TCA9OA0Cht4&export=download,"om os dispositivos legais da Lei Federal 14.133/21 e demais legislações pertinentes, através da Secretaria Municipal de Administração, visando o conhecimento de todos os interessados, vem tornar público que fará realizar no dia 24/08/2026, LEILÃO ONLINE dos bens móveis especificados no ANEXO I, através do Leiloeira Administrativa, Sra. Daiane Cristina Faria, nomeada pela Portaria nº 42/2026, e de acordo com as regras e especificações deste Edital, nos termos do Decreto Municipal, a",DATA: 24/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/1VD7XW4CkOq2Y8CsQ3N7J9TCA9OA0Cht4/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: Rua 12 de Dezembro - Centro - 37997-000 - Claraval - MG - Brasil,mapa,,,,,
"[PREFEITURA] - ﾃ馬ibus, Mﾃ｡quinas, Sucatas, Equipamentos - Verﾃｪ / PR",ATUALIZAÇÃO 30/07/2026,2026-08-24,24/08/2026,04:00,futuro_ou_hoje,PR,,,,https://www.andreluizleiloes.com.br/evento/municipio-de-vere-784446?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 24/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.andreluizleiloes.com.br/evento/municipio-de-vere-784446?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | LOCALIZAﾃ�ﾃグ: 85585-000 - Verﾃｪ - PR - Brasil,mapa,,,,,
"[PREFEITURA] - Equipamentos, ﾃ馬ibus, Vans, Veﾃｭculos, Caminhonetes, Mﾃ｡quinas, Sucatas - Itaﾃｭ / SP",ATUALIZAÇÃO 30/07/2026,2026-08-24,24/08/2026,04:00,futuro_ou_hoje,SP,,,,https://www.machadoleiloeiro.com.br/leilao/1796/lotes,,mapa,,,"DATA: 24/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.machadoleiloeiro.com.br/leilao/1796/lotes | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DA CIDADE. | LOCALIZAﾃ�ﾃグ: Rua Alfredo Veloso de Moura, 335 - Jardim Novo Horizonte - 18732-062 - Itaﾃｭ - SP - Brasil",mapa,,,,,
[PREFEITURA] - Sucatas - Campos do Jordﾃ｣o / SP,ATUALIZAÇÃO 30/07/2026,2026-08-24,24/08/2026,04:00,futuro_ou_hoje,SP,,,,https://liderleiloes.com.br/eventos/leilao/186/sucata-aproveitavel-carros-e-motos-sessao-publica-de-13-08-2026-a-partir-das-11h00,,mapa,,,"DATA: 24/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://liderleiloes.com.br/eventos/leilao/186/sucata-aproveitavel-carros-e-motos-sessao-publica-de-13-08-2026-a-partir-das-11h00 | LOCALIZAﾃ�ﾃグ: Avenida Frei Orestes Girardi, 893 - Vila Abernﾃｩssia - 12467-012 - Campos do Jordﾃ｣o - SP - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - CORREIOS - PORTO ALEGRE/RS - Produtos, Vans, Caminhonetes, Sucatas - Sﾃ｣o Josﾃｩ / SC",ATUALIZAÇÃO 30/07/2026,2026-08-24,24/08/2026,04:00,futuro_ou_hoje,RS,,,,https://drive.google.com/file/d/18fqyw9zJFhO3_JjWucxx8m9EYgstxNbt/view?usp=drive_link,,mapa,,,"DATA: 24/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/18fqyw9zJFhO3_JjWucxx8m9EYgstxNbt/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: Rua Romeu Josﾃｩ Vieira, 90 - Nossa Senhora do Rosﾃ｡rio - 88110-970 - Sﾃ｣o Josﾃｩ - SC - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - SEMOB - Veﾃｭculos, Caminhonetes, Motos - Maringﾃ｡ / PR",ATUALIZAÇÃO 30/07/2026,2026-08-24,24/08/2026,05:00,futuro_ou_hoje,PR,,,,https://www.marangonileiloes.com.br/evento/semob-maringa-circulacao-09-2026-784499?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,"DATA: 24/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.marangonileiloes.com.br/evento/semob-maringa-circulacao-09-2026-784499?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | LOCALIZAﾃ�ﾃグ: Rua Manoel Prudﾃｪncio de Brito, 291 - Parque Industrial Bandeirantes - 87070050 - Maringﾃ｡ - PR - Brasil",mapa,,,,,
[ﾃ迭Gﾃグ Pﾃ咤LICO] - RECEITA FEDERAL - Produtos - Cariacica / ES,ATUALIZAÇÃO 30/07/2026,2026-08-24,24/08/2026,05:00,futuro_ou_hoje,ES,,,,https://www25.receita.fazenda.gov.br/sle-sociedade/portal/edital/727600/2/2026,,mapa,,,DATA: 24/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www25.receita.fazenda.gov.br/sle-sociedade/portal/edital/727600/2/2026 | LOCALIZAﾃ�ﾃグ: 29158900 - Cariacica - ES - Brasil,mapa,,,,,
